"","id.exposure","id.outcome","outcome","exposure","method","nsnp","b","se","pval"
"11","ebi-a-GCST005362","ebi-a-GCST90007528","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007528","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,0.739018824479138,0.730295914689029,0.496220611242505
"12","ebi-a-GCST005362","ebi-a-GCST90007528","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007528","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,-0.0574920826499653,0.109532906269237,0.599663752256698
"13","ebi-a-GCST005362","ebi-a-GCST90007528","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007528","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,-0.0838946306670506,0.10185409918378,0.410124496332033
"14","ebi-a-GCST005362","ebi-a-GCST90007528","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007528","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.00467536670612456,0.147080539481802,0.977528307375614
"15","ebi-a-GCST005362","ebi-a-GCST90007528","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007528","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,-0.0176165902364968,0.138642906742257,0.910512314708482
"16","ebi-a-GCST005362","ebi-a-GCST90007529","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007529","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.440870183069603,0.575599754111587,0.583892735309588
"17","ebi-a-GCST005362","ebi-a-GCST90007529","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007529","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,-0.0215333059365698,0.0861883633861763,0.802711037993426
"18","ebi-a-GCST005362","ebi-a-GCST90007529","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007529","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.00243685322150302,0.0680793142558213,0.971446356742838
"19","ebi-a-GCST005362","ebi-a-GCST90007529","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007529","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,-0.0732512397507002,0.113030256148784,0.583405679997367
"20","ebi-a-GCST005362","ebi-a-GCST90007529","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007529","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,-0.0667685572804159,0.110192494727694,0.606171297312423
"21","ebi-a-GCST005362","ebi-a-GCST90007530","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007530","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.681477335266018,0.643812047651723,0.481911864460527
"22","ebi-a-GCST005362","ebi-a-GCST90007530","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007530","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.042859537005623,0.106960265206272,0.688637164353009
"23","ebi-a-GCST005362","ebi-a-GCST90007530","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007530","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.00982183083019856,0.0851911680073917,0.908213951864385
"24","ebi-a-GCST005362","ebi-a-GCST90007530","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007530","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.0644167617449752,0.124703722622008,0.656908670568063
"25","ebi-a-GCST005362","ebi-a-GCST90007530","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007530","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.0644167617449752,0.122200200073307,0.650729621124192
"26","ebi-a-GCST005362","ebi-a-GCST90007531","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007531","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,0.325093391139064,2.18778098404622,0.906088642136528
"27","ebi-a-GCST005362","ebi-a-GCST90007531","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007531","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.0112004243970685,0.169955614762421,0.947455803900903
"28","ebi-a-GCST005362","ebi-a-GCST90007531","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007531","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,-0.0866476997358707,0.201055846443981,0.666495024436291
"29","ebi-a-GCST005362","ebi-a-GCST90007531","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007531","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.0732235947692279,0.252737354161852,0.799303812980588
"30","ebi-a-GCST005362","ebi-a-GCST90007531","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007531","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.104624967406691,0.234533188919776,0.699172173332607
"31","ebi-a-GCST005362","ebi-a-GCST90014019","Hand grip strength left (UKB data field 46) || id:ebi-a-GCST90014019","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.0785298428955921,0.0629444652905769,0.430149074879094
"32","ebi-a-GCST005362","ebi-a-GCST90014019","Hand grip strength left (UKB data field 46) || id:ebi-a-GCST90014019","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.0313413117761808,0.0117214992352279,0.00749901599062014
"33","ebi-a-GCST005362","ebi-a-GCST90014019","Hand grip strength left (UKB data field 46) || id:ebi-a-GCST90014019","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.0286155442290629,0.0114721714688135,0.0126190114987528
"34","ebi-a-GCST005362","ebi-a-GCST90014019","Hand grip strength left (UKB data field 46) || id:ebi-a-GCST90014019","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.0395835163153712,0.0172175349231603,0.148247423107812
"35","ebi-a-GCST005362","ebi-a-GCST90014019","Hand grip strength left (UKB data field 46) || id:ebi-a-GCST90014019","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.0391778447338018,0.0182736202072861,0.165247842039271
"36","ebi-a-GCST005362","ukb-a-374","Hand grip strength (left) || id:ukb-a-374","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.13209996096502,0.079917146001478,0.346365341648842
"37","ebi-a-GCST005362","ukb-a-374","Hand grip strength (left) || id:ukb-a-374","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.050003944583526,0.0152030363332476,0.00100516815424551
"38","ebi-a-GCST005362","ukb-a-374","Hand grip strength (left) || id:ukb-a-374","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.0376430321931843,0.0166950310254689,0.0241493601484342
"39","ebi-a-GCST005362","ukb-a-374","Hand grip strength (left) || id:ukb-a-374","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.0530799880033885,0.0197526816989633,0.115065799570786
"40","ebi-a-GCST005362","ukb-a-374","Hand grip strength (left) || id:ukb-a-374","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.0530799880033885,0.0205003827898147,0.122377022765964
"41","ebi-a-GCST005362","ukb-a-379","Hand grip strength (right) || id:ukb-a-379","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.15603222479891,0.080060939231826,0.301806591145161
"42","ebi-a-GCST005362","ukb-a-379","Hand grip strength (right) || id:ukb-a-379","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.0511388485518171,0.0156032701247955,0.00104751399935296
"43","ebi-a-GCST005362","ukb-a-379","Hand grip strength (right) || id:ukb-a-379","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.0359245209858148,0.0188857796020592,0.0571450749343514
"44","ebi-a-GCST005362","ukb-a-379","Hand grip strength (right) || id:ukb-a-379","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.0534447222039882,0.0204272095334078,0.120289339524734
"45","ebi-a-GCST005362","ukb-a-379","Hand grip strength (right) || id:ukb-a-379","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.0534447222039882,0.0195526140877054,0.111834920003969
"46","ebi-a-GCST005362","ukb-b-10215","Hand grip strength (right) || id:ukb-b-10215","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.13512476133061,0.0679320928433999,0.29655918386816
"47","ebi-a-GCST005362","ukb-b-10215","Hand grip strength (right) || id:ukb-b-10215","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.03670945028047,0.0133277691056571,0.00588073647382087
"48","ebi-a-GCST005362","ukb-b-10215","Hand grip strength (right) || id:ukb-b-10215","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.0244085181621843,0.0157341121809219,0.120826915303018
"49","ebi-a-GCST005362","ukb-b-10215","Hand grip strength (right) || id:ukb-b-10215","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.0388543730100747,0.0168852187342902,0.148037659988839
"50","ebi-a-GCST005362","ukb-b-10215","Hand grip strength (right) || id:ukb-b-10215","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.0388543730100747,0.0179713254032126,0.163134083197172
"51","ebi-a-GCST005362","ukb-b-7478","Hand grip strength (left) || id:ukb-b-7478","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.0926760668718348,0.0678308737041668,0.402232270195055
"52","ebi-a-GCST005362","ukb-b-7478","Hand grip strength (left) || id:ukb-b-7478","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.0339604374624813,0.0124474274696137,0.00636598038189341
"53","ebi-a-GCST005362","ukb-b-7478","Hand grip strength (left) || id:ukb-b-7478","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.0256076850218264,0.0116562639793275,0.0280273517796991
"54","ebi-a-GCST005362","ukb-b-7478","Hand grip strength (left) || id:ukb-b-7478","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.0363560208195318,0.0158261284090529,0.148431498814152
"55","ebi-a-GCST005362","ukb-b-7478","Hand grip strength (left) || id:ukb-b-7478","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.0363560208195318,0.0167811736988018,0.162618329463618
"56","ebi-a-GCST005362","ukb-e-46_AFR","Hand grip strength (left) || id:ukb-e-46_AFR","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.467879904810749,0.481914614751582,0.509406375226177
"57","ebi-a-GCST005362","ukb-e-46_AFR","Hand grip strength (left) || id:ukb-e-46_AFR","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.0970725134429045,0.0887766981429262,0.274198085551312
"58","ebi-a-GCST005362","ukb-e-46_AFR","Hand grip strength (left) || id:ukb-e-46_AFR","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.0832344063707029,0.0766679282864897,0.277634619961429
"59","ebi-a-GCST005362","ukb-e-46_AFR","Hand grip strength (left) || id:ukb-e-46_AFR","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.170669763155399,0.132424518666524,0.32642371094897
"60","ebi-a-GCST005362","ukb-e-46_AFR","Hand grip strength (left) || id:ukb-e-46_AFR","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,-0.00678830031578209,0.101532068651207,0.952776516175297
"61","ebi-a-GCST005362","ukb-e-46_CSA","Hand grip strength (left) || id:ukb-e-46_CSA","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.0983159693492337,0.449821138749648,0.863010333878898
"62","ebi-a-GCST005362","ukb-e-46_CSA","Hand grip strength (left) || id:ukb-e-46_CSA","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.0393152619237016,0.0795383730806684,0.621099260246502
"63","ebi-a-GCST005362","ukb-e-46_CSA","Hand grip strength (left) || id:ukb-e-46_CSA","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.0717644980092316,0.0667467555670732,0.282296016531621
"64","ebi-a-GCST005362","ukb-e-46_CSA","Hand grip strength (left) || id:ukb-e-46_CSA","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.0327221837461062,0.0955065110152119,0.764544295462451
"65","ebi-a-GCST005362","ukb-e-46_CSA","Hand grip strength (left) || id:ukb-e-46_CSA","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.0331764463541351,0.0911493718964386,0.750750877511043
"66","ebi-a-GCST005362","ukb-e-46_EAS","Hand grip strength (left) || id:ukb-e-46_EAS","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.108028670994709,1.05377382598502,0.934963490708868
"67","ebi-a-GCST005362","ukb-e-46_EAS","Hand grip strength (left) || id:ukb-e-46_EAS","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,-0.101821205170964,0.144652554667808,0.481493880635539
"68","ebi-a-GCST005362","ukb-e-46_EAS","Hand grip strength (left) || id:ukb-e-46_EAS","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,-0.0757402188473671,0.117733109808089,0.520015629247651
"69","ebi-a-GCST005362","ukb-e-46_EAS","Hand grip strength (left) || id:ukb-e-46_EAS","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,-0.123338694579396,0.177500122494053,0.559012271318287
"70","ebi-a-GCST005362","ukb-e-46_EAS","Hand grip strength (left) || id:ukb-e-46_EAS","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,-0.135600851149207,0.176505140083388,0.52264973754528
"71","ebi-a-GCST005362","ukb-e-46_MID","Hand grip strength (left) || id:ukb-e-46_MID","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,-0.182884547800593,2.32425932866458,0.95001051530533
"72","ebi-a-GCST005362","ukb-e-46_MID","Hand grip strength (left) || id:ukb-e-46_MID","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,-0.229385342829791,0.224239594480411,0.306332647526977
"73","ebi-a-GCST005362","ukb-e-46_MID","Hand grip strength (left) || id:ukb-e-46_MID","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,-0.292243057345897,0.249854769346649,0.242141160135663
"74","ebi-a-GCST005362","ukb-e-46_MID","Hand grip strength (left) || id:ukb-e-46_MID","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,-0.179167818502566,0.286260399859521,0.595292003011851
"75","ebi-a-GCST005362","ukb-e-46_MID","Hand grip strength (left) || id:ukb-e-46_MID","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,-0.179167818502566,0.260461367720935,0.562590554818158
"76","ebi-a-GCST005362","ukb-e-47_AFR","Hand grip strength (right) || id:ukb-e-47_AFR","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,0.193343255346753,0.489734541712557,0.760625469754851
"77","ebi-a-GCST005362","ukb-e-47_AFR","Hand grip strength (right) || id:ukb-e-47_AFR","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.139053382211571,0.0955364744044165,0.145530763635867
"78","ebi-a-GCST005362","ukb-e-47_AFR","Hand grip strength (right) || id:ukb-e-47_AFR","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.129478169892456,0.077913873045992,0.096550576587074
"79","ebi-a-GCST005362","ukb-e-47_AFR","Hand grip strength (right) || id:ukb-e-47_AFR","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.16376972428715,0.108210535532367,0.269347805414442
"80","ebi-a-GCST005362","ukb-e-47_AFR","Hand grip strength (right) || id:ukb-e-47_AFR","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.150200108709019,0.11167714109322,0.310861043537685
"81","ebi-a-GCST005362","ukb-e-47_CSA","Hand grip strength (right) || id:ukb-e-47_CSA","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,0.33980142162575,0.455242752194184,0.591796386503773
"82","ebi-a-GCST005362","ukb-e-47_CSA","Hand grip strength (right) || id:ukb-e-47_CSA","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.0720809166863355,0.0792660843147479,0.363163389063565
"83","ebi-a-GCST005362","ukb-e-47_CSA","Hand grip strength (right) || id:ukb-e-47_CSA","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,0.0643323108710858,0.0675631504336565,0.341005474899037
"84","ebi-a-GCST005362","ukb-e-47_CSA","Hand grip strength (right) || id:ukb-e-47_CSA","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.083023363191315,0.0954342029390332,0.476047310443392
"85","ebi-a-GCST005362","ukb-e-47_CSA","Hand grip strength (right) || id:ukb-e-47_CSA","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.08757196880876,0.0978147489348736,0.465111969940241
"86","ebi-a-GCST005362","ukb-e-47_EAS","Hand grip strength (right) || id:ukb-e-47_EAS","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","MR Egger",3,0.696576089714384,1.04505116990388,0.625718505756272
"87","ebi-a-GCST005362","ukb-e-47_EAS","Hand grip strength (right) || id:ukb-e-47_EAS","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted median",3,0.0880234529436772,0.162821680376193,0.588774627166515
"88","ebi-a-GCST005362","ukb-e-47_EAS","Hand grip strength (right) || id:ukb-e-47_EAS","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Inverse variance weighted",3,-0.0557330678210073,0.133759740442804,0.676923099657497
"89","ebi-a-GCST005362","ukb-e-47_EAS","Hand grip strength (right) || id:ukb-e-47_EAS","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Simple mode",3,0.0927243638058253,0.212876511617131,0.705645285110524
"90","ebi-a-GCST005362","ukb-e-47_EAS","Hand grip strength (right) || id:ukb-e-47_EAS","Attention deficit hyperactivity disorder || id:ebi-a-GCST005362","Weighted mode",3,0.0927243638058253,0.213891620878129,0.706922009996125
"91","ebi-a-GCST006097","ebi-a-GCST90007526","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007526","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","MR Egger",19,0.261461335474586,0.991421512434484,0.795163008418226
"92","ebi-a-GCST006097","ebi-a-GCST90007526","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007526","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Weighted median",19,-0.410987496681537,0.189424485594842,0.0300323053207265
"93","ebi-a-GCST006097","ebi-a-GCST90007526","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007526","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Inverse variance weighted",19,-0.241438931515334,0.205619453795224,0.240313818156173
"94","ebi-a-GCST006097","ebi-a-GCST90007526","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007526","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Simple mode",19,-0.638655886040473,0.324748086830624,0.0648395024994523
"95","ebi-a-GCST006097","ebi-a-GCST90007526","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007526","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Weighted mode",19,-0.617511107296378,0.317590331702053,0.0676487894656074
"96","ebi-a-GCST006097","ebi-a-GCST90007527","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007527","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","MR Egger",19,0.0766261390940201,0.996953180459805,0.939632010865974
"97","ebi-a-GCST006097","ebi-a-GCST90007527","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007527","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Weighted median",19,-0.344242874157922,0.233084475440007,0.139701970626493
"98","ebi-a-GCST006097","ebi-a-GCST90007527","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007527","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Inverse variance weighted",19,-0.339282273101362,0.204595702101885,0.09725572575551
"99","ebi-a-GCST006097","ebi-a-GCST90007527","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007527","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Simple mode",19,-0.396610988121016,0.402452064683236,0.337447670765172
"100","ebi-a-GCST006097","ebi-a-GCST90007527","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007527","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Weighted mode",19,-0.396610988121016,0.39396722981263,0.327416144587681
"101","ebi-a-GCST006097","ebi-a-GCST90007528","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007528","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","MR Egger",19,0.698325241849208,1.52939502877453,0.653736872386731
"102","ebi-a-GCST006097","ebi-a-GCST90007528","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007528","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Weighted median",19,-0.210115549925177,0.324937628238839,0.517869183122306
"103","ebi-a-GCST006097","ebi-a-GCST90007528","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007528","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Inverse variance weighted",19,-0.0156942846376461,0.31432255160957,0.960177765849977
"104","ebi-a-GCST006097","ebi-a-GCST90007528","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007528","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Simple mode",19,-0.359789208369189,0.560106215415177,0.528737612795546
"105","ebi-a-GCST006097","ebi-a-GCST90007528","Low hand grip strength (60 years and older) (EWGSOP) || id:ebi-a-GCST90007528","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Weighted mode",19,-0.292342577535497,0.557512403062679,0.606419363154354
"106","ebi-a-GCST006097","ebi-a-GCST90007529","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007529","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","MR Egger",19,-0.021170368502798,1.29432350917374,0.987140558083106
"107","ebi-a-GCST006097","ebi-a-GCST90007529","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007529","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Weighted median",19,-0.45111677927676,0.277912616543023,0.104539722051083
"108","ebi-a-GCST006097","ebi-a-GCST90007529","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007529","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Inverse variance weighted",19,-0.346393257103782,0.264896151864131,0.190989738487394
"109","ebi-a-GCST006097","ebi-a-GCST90007529","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007529","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Simple mode",19,-0.777857531695563,0.48198181508491,0.123948260643797
"110","ebi-a-GCST006097","ebi-a-GCST90007529","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007529","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Weighted mode",19,-0.713050256748783,0.489739530659,0.162619760620042
"111","ebi-a-GCST006097","ebi-a-GCST90007530","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007530","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","MR Egger",19,0.83647580829434,1.4210378915252,0.563844707929309
"112","ebi-a-GCST006097","ebi-a-GCST90007530","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007530","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Weighted median",19,-0.421911174403223,0.359437098401002,0.240470787739047
"113","ebi-a-GCST006097","ebi-a-GCST90007530","Low hand grip strength (60 years and older) (FNIH) || id:ebi-a-GCST90007530","Moderate to vigorous physical activity levels || id:ebi-a-GCST006097","Inverse variance weighted",19,-0.491110764788672,0.295775388465291,0.0968304011346275
